MUTCD Code,DESCRIPTION / DISPLAY NAME,SIZE,L,W,SQ. FT.,MANUFACTURING PROCESS,SIGN SHAPE,SIGN TYPE,SHEETING,ETC SKU FOR WEBSITE,ETC SKU,TYPE,VENDOR,U/M,Unnamed: 15,Unnamed: 16,Unnamed: 17,SHEETING ABBREVIATED,Image URL,Image Source
R9-3BPL,USE CROSSWALK LEFT PLAQUE (for R9-3) SIGN,"18""x12""",  18.00 ,  12.00 ,  1.50 ,FINISHED,RECTANGLE,REGULATORY SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/r9-3bpl.png,PA Highways
R9-3BPR,USE CROSSWALK RIGHT PLAQUE (for R9-3) SIGN,"18""x12""",  18.00 ,  12.00 ,  1.50 ,FINISHED,RECTANGLE,REGULATORY SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/r9-3bpr.png,PA Highways
R9-4B,DO NOT PICK UP HITCHHIKERS SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE,REGULATORY SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/r9-4b.png,PA Highways
R9-7,SHARED-USE PATH RESTRICTION SIGN,"12""x18""",  12.00 ,  18.00 ,  1.50 ,FINISHED,RECTANGLE,REGULATORY SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/r9-7.svg,SVG
R9-9,SIDEWALK CLOSED SIGN,"24""x12""",  24.00 ,  12.00 ,  2.00 ,FINISHED,RECTANGLE,REGULATORY SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/R9-9.jpg,ETC
R9-9,SIDEWALK CLOSED SIGN,"30""x18""",  30.00 ,  18.00 ,  3.75 ,FINISHED,RECTANGLE,REGULATORY SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/R9-9.jpg,ETC
S1-1,SCHOOL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,PENTAGON,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S1-1.jpg,ETC
S1-1,SCHOOL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,PENTAGON,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S1-1.jpg,ETC
S1-1,SCHOOL SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,PENTAGON,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S1-1.jpg,ETC
S3-1,SCHOOL BUS STOP AHEAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S3-1.jpg,ETC
S3-1,SCHOOL BUS STOP AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S3-1.jpg,ETC
S3-1,SCHOOL BUS STOP AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S3-1.jpg,ETC
S3-2,SCHOOL BUS TURN AHEAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/s3-2.svg,SVG
S3-2,SCHOOL BUS TURN AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/s3-2.svg,SVG
S3-2,SCHOOL BUS TURN AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/s3-2.svg,SVG
S3-3,SCHOOL BUS CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/s3-3.png,PA Highways
S3-3,SCHOOL BUS CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/s3-3.png,PA Highways
S3-3,SCHOOL BUS CROSSING SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/s3-3.png,PA Highways
S4-3P,SCHOOL (panel) SIGN,"24""x8""",  24.00 ,  8.00 ,  1.33 ,FINISHED,RECTANGLE,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/s4-3p.svg,SVG
S4-3P,SCHOOL (panel) SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/s4-3p.svg,SVG
S4-4P,WHEN FLASHING SIGN,"24""x10""",  24.00 ,  10.00 ,  1.67 ,FINISHED,RECTANGLE,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/s4-4p.svg,SVG
S4-4P,WHEN FLASHING SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/s4-4p.svg,SVG
S4-5,REDUCED SPEED (SCHOOL) ZONE AHEAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S4-5.jpg,ETC
S4-5,REDUCED SPEED (SCHOOL) ZONE AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S4-5.jpg,ETC
S4-5,REDUCED SPEED (SCHOOL) ZONE AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S4-5.jpg,ETC
S5-2,END SCHOOL ZONE SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S5-2.jpg,ETC
S5-2,END SCHOOL ZONE SIGN,"36""x48""",  36.00 ,  48.00 ,  12.00 ,FINISHED,RECTANGLE,SCHOOL SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/S5-2.jpg,ETC
W10-1,RAILROAD WARNING SIGN,"24""x0""",  24.00 ,  -   ,  -   ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W10-1.jpg,ETC
W10-1AP,EXEMPT RAILROAD WARNING PLAQUE (for W10-1) SIGN,"24""x12""",  24.00 ,  12.00 ,  2.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-1ap.png,PA Highways
W10-1B,BICYCLISTS DISMOUNT SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,SQUARE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-1b.png,PA Highways
W10-1B,BICYCLISTS DISMOUNT SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-1b.png,PA Highways
W10-2,RAILROAD CROSSING AT CROSS ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-2.png,PA Highways
W10-2,RAILROAD CROSSING AT CROSS ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-2.png,PA Highways
W10-3,RAILROAD CROSSING ON SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-3.png,PA Highways
W10-4,RR CROSSING ON STEM OF T INTERSECTION (RIGHT) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-4.png,PA Highways
W10-4,RR CROSSING ON STEM OF T INTERSECTION (RIGHT) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w10-4.png,PA Highways
W10-4A,RR CROSSING ON STEM OF T INTERSECTION (LEFT) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,,
W10-4A,RR CROSSING ON STEM OF T INTERSECTION (LEFT) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,,
W10-5,LOW GROUND CLEARANCE HIGHWAY-RAIL GRADE CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w10-5.svg,SVG
W10-5P,LOW GROUND CLEARANCE HIGHWAY-RAIL GRADE CROSSING PLAQUE SIGN,"24""x18""",  24.00 ,  18.00 ,  3.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w10-5p.svg,SVG
W10-9P,NO TRAIN HORN PLAQUE SIGN,"24""x18""",  24.00 ,  18.00 ,  3.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w10-9p.svg,SVG
W1-10BL,LEFT CURVE -- DIVERGING MINOR RIGHT SIDE ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10bl.png,PA Highways
W1-10BL,LEFT CURVE -- DIVERGING MINOR RIGHT SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10bl.png,PA Highways
W1-10BL,LEFT CURVE -- DIVERGING MINOR RIGHT SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10bl.png,PA Highways
W1-10BR,RIGHT CURVE -- DIVERGING MINOR LEFT SIDE ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10br.png,PA Highways
W1-10BR,RIGHT CURVE -- DIVERGING MINOR LEFT SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10br.png,PA Highways
W1-10BR,RIGHT CURVE -- DIVERGING MINOR LEFT SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10br.png,PA Highways
W1-10CL,LEFT CURVE -- CONVERGING MINOR RIGHT SIDE ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10cl.png,PA Highways
W1-10CL,LEFT CURVE -- CONVERGING MINOR RIGHT SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10cl.png,PA Highways
W1-10CL,LEFT CURVE -- CONVERGING MINOR RIGHT SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10cl.png,PA Highways
W1-10CR,RIGHT CURVE -- CONVERGING MINOR LEFT SIDE ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10cr.png,PA Highways
W1-10CR,RIGHT CURVE -- CONVERGING MINOR LEFT SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10cr.png,PA Highways
W1-10CR,RIGHT CURVE -- CONVERGING MINOR LEFT SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-10cr.png,PA Highways
W1-10L,LEFT CURVE RIGHT SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-10l.svg,SVG
W1-10L,LEFT CURVE RIGHT SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-10l.svg,SVG
W1-10R,RIGHT CURVE LEFT SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-10r.svg,SVG
W1-10R,RIGHT CURVE LEFT SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-10r.svg,SVG
W11-1,BICYCLE WARNING SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-1.jpg,ETC
W11-1,BICYCLE WARNING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-1.jpg,ETC
W11-1,BICYCLE WARNING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-1.jpg,ETC
W11-10,TRUCK CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-10.jpg,ETC
W11-10,TRUCK CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-10.jpg,ETC
W11-10,TRUCK CROSSING SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-10.jpg,ETC
W11-101,HOSPITAL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-101.png,PA Highways
W11-101,HOSPITAL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-101.png,PA Highways
W11-10-1,HEAVY EQUIPMENT CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-10-1.png,PA Highways
W11-10-1,HEAVY EQUIPMENT CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-10-1.png,PA Highways
W11-102,CHURCH SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-102.png,PA Highways
W11-102,CHURCH SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-102.png,PA Highways
W11-103,HIDDEN DRIVEWAY SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-103.png,PA Highways
W11-103,HIDDEN DRIVEWAY SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-103.png,PA Highways
W11-104,BRIDLE PATH SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-104.png,PA Highways
W11-104,BRIDLE PATH SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-104.png,PA Highways
W11-105,LEFT TURNS AND CROSS TRAFFIC SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-105.png,PA Highways
W11-105,LEFT TURNS AND CROSS TRAFFIC SIGN,"60""x60""",  60.00 ,  60.00 ,  25.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-105.png,PA Highways
W11-106,LEFT TURNS SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-106.png,PA Highways
W11-106,LEFT TURNS SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-106.png,PA Highways
W11-107,WATCH FOR TURNS SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-107.png,PA Highways
W11-107,WATCH FOR TURNS SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-107.png,PA Highways
W11-108,IMPAIRED CHILD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-108.png,PA Highways
W11-108,IMPAIRED CHILD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-108.png,PA Highways
W11-11,GOLF CART CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-11.svg,SVG
W11-11,GOLF CART CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-11.svg,SVG
W11-12,PLANT ENTRANCE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-12.png,PA Highways
W11-12,PLANT ENTRANCE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-12.png,PA Highways
W11-12P,EMERGENCY SIGNAL AHEAD PLAQUE SIGN,"36""x30""",  36.00 ,  30.00 ,  7.50 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-12p.svg,SVG
W11-13,PARK ENTRANCE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-13.png,PA Highways
W11-13,PARK ENTRANCE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-13.png,PA Highways
W11-14,HORSEDRAWN VEHICLE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-14.svg,SVG
W11-14,HORSEDRAWN VEHICLE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-14.svg,SVG
W11-15,COMBINED BICYCLE / PEDESTRIAN SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15.svg,SVG
W11-15,COMBINED BICYCLE / PEDESTRIAN SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15.svg,SVG
W11-15,COMBINED BICYCLE / PEDESTRIAN SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15.svg,SVG
